tree_id,record_type,source,label,project,SampleID,TreeCluster_branch,Frequency,clade,country,date,cluster_size,AU_barcode_class,US_barcode_class
NG2026_Grep02406,global_consensus_representative,Nextstrain_2026_global,PP_001V5E9,global,PP_001V5E9,,,A.D.5.2,USA,2023-10-15,23,AU_other_complete,US_other_complete
NG2026_Grep02415,global_consensus_representative,Nextstrain_2026_global,PP_001V5VC,global,PP_001V5VC,,,A.D.1.5,USA,2023-11-01,1,AU_other_complete,US_C21_like
NG2026_Grep02416,global_consensus_representative,Nextstrain_2026_global,PP_001V5Z4,global,PP_001V5Z4,,,A.D.2.1,USA,2023-10-09,1,AU_C4_like,US_C21_like
NG2026_Grep02427,global_consensus_representative,Nextstrain_2026_global,PP_001V6H1,global,PP_001V6H1,,,A.D.1.5,USA,2023-12-06,1,AU_other_complete,US_C21_like
NG2026_Grep02428,global_consensus_representative,Nextstrain_2026_global,PP_001V6JZ,global,PP_001V6JZ,,,A.D.3.1,USA,2023-12-05,1,AU_C4_like,US_C18_like
NG2026_Grep02430,global_consensus_representative,Nextstrain_2026_global,PP_001V6PP,global,PP_001V6PP,,,A.D.1.5,USA,2023-11-28,1,AU_other_complete,US_other_complete
NG2026_Grep02431,global_consensus_representative,Nextstrain_2026_global,PP_001V6RK,global,PP_001V6RK,,,A.D.5.2,USA,2023-12-08,1,AU_other_complete,US_other_complete
NG2026_Grep02434,global_consensus_representative,Nextstrain_2026_global,PP_001V6VB,global,PP_001V6VB,,,A.D.3.1,USA,2023-12-03,1,AU_C4_like,US_C18_like
NG2026_Grep02439,global_consensus_representative,Nextstrain_2026_global,PP_001V74T,global,PP_001V74T,,,A.D.2.1,USA,2023-12-01,2,AU_C4_like,US_C21_like
NG2026_Grep02440,global_consensus_representative,Nextstrain_2026_global,PP_001V76P,global,PP_001V76P,,,A.D.1.5,USA,2023-12-04,1,AU_other_complete,US_C21_like
NG2026_Grep02444,global_consensus_representative,Nextstrain_2026_global,PP_001V7AF,global,PP_001V7AF,,,A.D.1.5,USA,2023-12-05,2,AU_other_complete,US_C21_like
NG2026_Grep02445,global_consensus_representative,Nextstrain_2026_global,PP_001V7D9,global,PP_001V7D9,,,A.D.3,USA,2023-12-08,6,AU_other_complete,US_C18_like
NG2026_Grep02449,global_consensus_representative,Nextstrain_2026_global,PP_001V7KW,global,PP_001V7KW,,,A.D.1.5,USA,2023-12-17,2,AU_other_complete,US_C21_like
NG2026_Grep02450,global_consensus_representative,Nextstrain_2026_global,PP_001V7NQ,global,PP_001V7NQ,,,A.D.1.5,USA,2023-12-20,1,AU_other_complete,US_C21_like
NG2026_Grep02451,global_consensus_representative,Nextstrain_2026_global,PP_001V7RJ,global,PP_001V7RJ,,,A.D.1.5,USA,2024-01-04,1,AU_other_complete,US_C21_like
NG2026_Grep02455,global_consensus_representative,Nextstrain_2026_global,PP_001V7X6,global,PP_001V7X6,,,A.D.1,USA,2019-01-XX,1,AU_other_complete,US_other_complete
NG2026_Grep02460,global_consensus_representative,Nextstrain_2026_global,PP_001V81Y,global,PP_001V81Y,,,A.D.4,USA,2018-12-XX,3,AU_other_complete,US_other_complete
NG2026_Grep02463,global_consensus_representative,Nextstrain_2026_global,PP_001V86N,global,PP_001V86N,,,A.D.3,USA,2019-01-XX,2,AU_other_complete,US_C18_like
NG2026_Grep02479,global_consensus_representative,Nextstrain_2026_global,PP_001V8V9,global,PP_001V8V9,,,A.D.1,USA,2019-12-XX,1,AU_other_complete,US_other_complete
NG2026_Grep02480,global_consensus_representative,Nextstrain_2026_global,PP_001V8W7,global,PP_001V8W7,,,A.D.1,USA,2020-01-XX,1,AU_other_complete,US_other_complete
NG2026_Grep02482,global_consensus_representative,Nextstrain_2026_global,PP_001V8X5,global,PP_001V8X5,,,A.D.2.1,USA,2020-01-XX,1,AU_C4_like,US_C21_like
NG2026_Grep02486,global_consensus_representative,Nextstrain_2026_global,PP_001V95P,global,PP_001V95P,,,A.D.1.8,USA,2022-10-XX,1,AU_other_complete,US_other_complete
NG2026_Grep02487,global_consensus_representative,Nextstrain_2026_global,PP_001V96M,global,PP_001V96M,,,A.D.1,USA,2022-10-XX,1,AU_other_complete,US_other_complete
NG2026_Grep02498,global_consensus_representative,Nextstrain_2026_global,PP_001V9MQ,global,PP_001V9MQ,,,A.D.1.8,USA,2022-11-XX,5,AU_other_complete,US_C21_like
NG2026_Grep02506,global_consensus_representative,Nextstrain_2026_global,PP_001VA0Y,global,PP_001VA0Y,,,A.D.1.8,USA,2022-10-XX,1,AU_other_complete,US_C21_like
NG2026_Grep02513,global_consensus_representative,Nextstrain_2026_global,PP_001VA9E,global,PP_001VA9E,,,A.D.3.3,USA,2022-11-XX,1,AU_other_complete,US_C18_like
NG2026_Grep02514,global_consensus_representative,Nextstrain_2026_global,PP_001VAAC,global,PP_001VAAC,,,A.D.3.10,USA,2022-11-XX,1,AU_other_complete,US_C18_like
NG2026_Grep02539,global_consensus_representative,Nextstrain_2026_global,PP_001VC9C,global,PP_001VC9C,,,A.D.2.1,South Korea,2019-12-11,3,AU_other_complete,US_C21_like
NG2026_Grep02542,global_consensus_representative,Nextstrain_2026_global,PP_001VCB8,global,PP_001VCB8,,,A.D,Netherlands,2019-12-11,1,AU_other_complete,US_C18_like
NG2026_Grep02545,global_consensus_representative,Nextstrain_2026_global,PP_001VCHV,global,PP_001VCHV,,,A.D.4.1,South Africa,2018-04-11,1,AU_other_complete,US_other_complete
NG2026_Grep02550,global_consensus_representative,Nextstrain_2026_global,PP_001VCMM,global,PP_001VCMM,,,A.D.2.2,Japan,2019-09-11,4,AU_other_complete,US_C18_like
NG2026_Grep02554,global_consensus_representative,Nextstrain_2026_global,PP_001VCV5,global,PP_001VCV5,,,A.D,South Africa,2018-04-12,5,AU_other_complete,US_C18_like
NG2026_Grep02568,global_consensus_representative,Nextstrain_2026_global,PP_001VDD3,global,PP_001VDD3,,,A.D.2.1,Canada,2019-12-14,1,AU_C4_like,US_C21_like
NG2026_Grep02575,global_consensus_representative,Nextstrain_2026_global,PP_001VDQE,global,PP_001VDQE,,,A.D.5,Italy,2019-12-15,3,AU_other_complete,US_other_complete
NG2026_Grep02584,global_consensus_representative,Nextstrain_2026_global,PP_001VE1S,global,PP_001VE1S,,,A.D.1.2,Australia,2020-11-17,1,AU_other_complete,US_other_complete
NG2026_Grep02595,global_consensus_representative,Nextstrain_2026_global,PP_001VEGW,global,PP_001VEGW,,,A.D.2.2,Germany,2019-02-18,4,AU_other_complete,US_C18_like
NG2026_Grep02597,global_consensus_representative,Nextstrain_2026_global,PP_001VEKP,global,PP_001VEKP,,,A.D.2.2,Finland,2020-02-18,5,AU_other_complete,US_other_complete
NG2026_Grep02612,global_consensus_representative,Nextstrain_2026_global,PP_001VFA7,global,PP_001VFA7,,,A.D,France,2019-11-20,5,AU_other_complete,US_C18_like
NG2026_Grep02617,global_consensus_representative,Nextstrain_2026_global,PP_001VFLL,global,PP_001VFLL,,,A.D.1.2,Australia,2021-01-21,1,AU_other_complete,US_C21_like
NG2026_Grep02620,global_consensus_representative,Nextstrain_2026_global,PP_001VFW0,global,PP_001VFW0,,,A.D.5,Canada,2020-01-22,1,AU_other_complete,US_other_complete
NG2026_Grep02628,global_consensus_representative,Nextstrain_2026_global,PP_001VG7C,global,PP_001VG7C,,,A.D,Japan,2019-10-24,15,AU_other_complete,US_C18_like
NG2026_Grep02640,global_consensus_representative,Nextstrain_2026_global,PP_001VGXX,global,PP_001VGXX,,,A.D.2.2,South Africa,2019-03-26,2,AU_other_complete,US_C18_like
NG2026_Grep02658,global_consensus_representative,Nextstrain_2026_global,PP_001VHT4,global,PP_001VHT4,,,A.D.2.1,Netherlands,2020-01-29,1,AU_other_complete,US_C21_like
NG2026_Grep02668,global_consensus_representative,Nextstrain_2026_global,PP_001VJEW,global,PP_001VJEW,,,A.D.2.2.1,South Africa,2018-04-30,3,AU_other_complete,US_C18_like
NG2026_Grep02703,global_consensus_representative,Nextstrain_2026_global,PP_001VLA2,global,PP_001VLA2,,,A.D,South Africa,2018-05-09,1,AU_other_complete,US_other_complete
NG2026_Grep02746,global_consensus_representative,Nextstrain_2026_global,PP_001VP67,global,PP_001VP67,,,A.D.2.1,South Korea,2019-12-18,1,AU_other_complete,US_C21_like
NG2026_Grep02761,global_consensus_representative,Nextstrain_2026_global,PP_001VPWS,global,PP_001VPWS,,,A.D.2.2,Canada,2020-02-02,3,AU_other_complete,US_C18_like
NG2026_Grep02765,global_consensus_representative,Nextstrain_2026_global,PP_001VQ0J,global,PP_001VQ0J,,,A.D.2.2,Japan,2019-09-02,5,AU_other_complete,US_C18_like
NG2026_Grep02768,global_consensus_representative,Nextstrain_2026_global,PP_001VQ90,global,PP_001VQ90,,,A.D.2.2,Canada,2020-02-20,2,AU_other_complete,US_C18_like
NG2026_Grep02769,global_consensus_representative,Nextstrain_2026_global,PP_001VQDS,global,PP_001VQDS,,,A.D,Finland,2020-01-21,1,AU_other_complete,US_C18_like
NG2026_Grep02791,global_consensus_representative,Nextstrain_2026_global,PP_001VRP4,global,PP_001VRP4,,,A.D.2.2,Australia,2018-08-25,1,AU_other_complete,US_C18_like
NG2026_Grep02817,global_consensus_representative,Nextstrain_2026_global,PP_001VTBT,global,PP_001VTBT,,,A.D,France,2019-12-04,1,AU_other_complete,US_C18_like
NG2026_Grep02828,global_consensus_representative,Nextstrain_2026_global,PP_001VTWN,global,PP_001VTWN,,,A.D.2.1,South Korea,2019-12-06,1,AU_other_complete,US_C21_like
NG2026_Grep02843,global_consensus_representative,Nextstrain_2026_global,PP_001VXFF,global,PP_001VXFF,,,A.D.5.4,USA,2023-10-28,2,AU_other_complete,US_other_complete
NG2026_Grep02853,global_consensus_representative,Nextstrain_2026_global,PP_001VY50,global,PP_001VY50,,,A.D.3,USA,2023-11-24,1,AU_other_complete,US_C18_like
NG2026_Grep02854,global_consensus_representative,Nextstrain_2026_global,PP_001VY6Y,global,PP_001VY6Y,,,A.D.3.4,USA,2023-11-23,4,AU_other_complete,US_C18_like
NG2026_Grep02855,global_consensus_representative,Nextstrain_2026_global,PP_001VY9S,global,PP_001VY9S,,,A.D.3.3,USA,2023-11-28,7,AU_ambiguous,US_C18_like
NG2026_Grep02861,global_consensus_representative,Nextstrain_2026_global,PP_001VZ41,global,PP_001VZ41,,,A.D.5.1,USA,2024-01-11,1,AU_other_complete,US_other_complete
NG2026_Grep02863,global_consensus_representative,Nextstrain_2026_global,PP_001VZ6X,global,PP_001VZ6X,,,A.D.3.1,USA,2024-01-18,43,AU_C4_like,US_C18_like
NG2026_Grep02866,global_consensus_representative,Nextstrain_2026_global,PP_001VZDH,global,PP_001VZDH,,,A.D.1,USA,2019-12-11,5,AU_other_complete,US_other_complete
NG2026_Grep02874,global_consensus_representative,Nextstrain_2026_global,PP_001VZRS,global,PP_001VZRS,,,A.D,USA,2019-12-18,5,AU_other_complete,US_C18_like
NG2026_Grep02875,global_consensus_representative,Nextstrain_2026_global,PP_001VZUL,global,PP_001VZUL,,,A.D.3,USA,2019-12-19,1,AU_other_complete,US_C18_like
NG2026_Grep02895,global_consensus_representative,Nextstrain_2026_global,PP_001W15V,global,PP_001W15V,,,A.D.1.1,USA,2020-01-10,1,AU_other_complete,US_other_complete
NG2026_Grep02904,global_consensus_representative,Nextstrain_2026_global,PP_001W1QQ,global,PP_001W1QQ,,,A.D.2.1,USA,2020-01-24,1,AU_other_complete,US_C21_like
NG2026_Grep02905,global_consensus_representative,Nextstrain_2026_global,PP_001W1RN,global,PP_001W1RN,,,A.D.1.1,USA,2020-01-22,1,AU_other_complete,US_other_complete
NG2026_Grep02923,global_consensus_representative,Nextstrain_2026_global,PP_001W34V,global,PP_001W34V,,,A.D.5.4,USA,2023-11-09,1,AU_other_complete,US_other_complete
NG2026_Grep02933,global_consensus_representative,Nextstrain_2026_global,PP_001W3KY,global,PP_001W3KY,,,A.D,USA,2016-XX-XX,1,AU_other_complete,US_C18_like
NG2026_Grep02940,global_consensus_representative,Nextstrain_2026_global,PP_001W3VC,global,PP_001W3VC,,,A.D.2,USA,2016-XX-XX,1,AU_C4_like,US_C18_like
NG2026_Grep02945,global_consensus_representative,Nextstrain_2026_global,PP_001W402,global,PP_001W402,,,A.D,USA,2016-XX-XX,1,AU_C4_like,US_C18_like
NG2026_Grep02947,global_consensus_representative,Nextstrain_2026_global,PP_001W43W,global,PP_001W43W,,,A.D.2,USA,2014-XX-XX,1,AU_other_complete,US_C18_like
NG2026_Grep02972,global_consensus_representative,Nextstrain_2026_global,PP_001WC2Q,global,PP_001WC2Q,,,A.D.5.2,USA,2022-12-06,3,AU_other_complete,US_other_complete
NG2026_Grep02979,global_consensus_representative,Nextstrain_2026_global,PP_001WCE0,global,PP_001WCE0,,,A.D.1.7,USA,2022-12-13,3,AU_other_complete,US_other_complete
NG2026_Grep02995,global_consensus_representative,Nextstrain_2026_global,PP_001WD99,global,PP_001WD99,,,A.D.3.10,USA,2023-12-18,43,AU_other_complete,US_C18_like
NG2026_Grep02996,global_consensus_representative,Nextstrain_2026_global,PP_001WDA7,global,PP_001WDA7,,,A.D.1.8,USA,2023-12-18,8,AU_other_complete,US_other_complete
NG2026_Grep02997,global_consensus_representative,Nextstrain_2026_global,PP_001WDFX,global,PP_001WDFX,,,A.D.3.3,USA,2023-12-22,1,AU_ambiguous,US_C18_like
NG2026_Grep03033,global_consensus_representative,Nextstrain_2026_global,PP_001WFZS,global,PP_001WFZS,,,A.D.1.1,USA,2020-02-15,1,AU_other_complete,US_other_complete
NG2026_Grep03049,global_consensus_representative,Nextstrain_2026_global,PP_001WH2K,global,PP_001WH2K,,,A.D.3.1,USA,2022-10-XX,1,AU_C4_like,US_C18_like
NG2026_Grep03056,global_consensus_representative,Nextstrain_2026_global,PP_001WHGR,global,PP_001WHGR,,,A.D.3.3,USA,2024-01-31,3,AU_other_complete,US_C18_like
NG2026_Grep03057,global_consensus_representative,Nextstrain_2026_global,PP_001WHJL,global,PP_001WHJL,,,A.D.3.3,USA,2024-01-22,2,AU_other_complete,US_C18_like
NG2026_Grep03067,global_consensus_representative,Nextstrain_2026_global,PP_001WHYS,global,PP_001WHYS,,,A.D.5.4,USA,2024-02-07,1,AU_other_complete,US_other_complete
NG2026_Grep03069,global_consensus_representative,Nextstrain_2026_global,PP_001WJ4E,global,PP_001WJ4E,,,A.D.5.1,USA,2024-01-08,1,AU_other_complete,US_other_complete
NG2026_Grep03070,global_consensus_representative,Nextstrain_2026_global,PP_001WJ6A,global,PP_001WJ6A,,,A.D.1.5,USA,2023-12-05,1,AU_other_complete,US_other_complete
NG2026_Grep03072,global_consensus_representative,Nextstrain_2026_global,PP_001WJ86,global,PP_001WJ86,,,A.D.1.5,USA,2024-02-29,1,AU_other_complete,US_C21_like
NG2026_Grep03077,global_consensus_representative,Nextstrain_2026_global,PP_001WJMD,global,PP_001WJMD,,,A.D.1.5,USA,2024-02-02,1,AU_other_complete,US_other_complete
NG2026_Grep03080,global_consensus_representative,Nextstrain_2026_global,PP_001WJQ7,global,PP_001WJQ7,,,A.D.1.5,USA,2023-12-22,1,AU_other_complete,US_C21_like
NG2026_Grep03088,global_consensus_representative,Nextstrain_2026_global,PP_001WK0M,global,PP_001WK0M,,,A.D.1.9,USA,2023-12-14,1,AU_other_complete,US_other_complete
NG2026_Grep03094,global_consensus_representative,Nextstrain_2026_global,PP_001WKA1,global,PP_001WKA1,,,A.D.1.5,USA,2024-02-23,1,AU_other_complete,US_C21_like
NG2026_Grep03096,global_consensus_representative,Nextstrain_2026_global,PP_001WM3D,global,PP_001WM3D,,,A.D.2.1,South Korea,XXXX-XX-XX,1,AU_other_complete,US_C21_like
NG2026_Grep03107,global_consensus_representative,Nextstrain_2026_global,PP_001WMTY,global,PP_001WMTY,,,A.D.5.2,USA,2023-11-06,1,AU_other_complete,US_other_complete
NG2026_Grep03109,global_consensus_representative,Nextstrain_2026_global,PP_001WMWS,global,PP_001WMWS,,,A.D.1.6,USA,2023-11-15,10,AU_other_complete,US_other_complete
NG2026_Grep03111,global_consensus_representative,Nextstrain_2026_global,PP_001WMYN,global,PP_001WMYN,,,A.D.3.3,USA,2023-11-22,5,AU_other_complete,US_C18_like
NG2026_Grep03116,global_consensus_representative,Nextstrain_2026_global,PP_001WN3C,global,PP_001WN3C,,,A.D.1.5,USA,2023-12-14,2,AU_other_complete,US_C21_like
NG2026_Grep03117,global_consensus_representative,Nextstrain_2026_global,PP_001WN4A,global,PP_001WN4A,,,A.D.1.5,USA,2023-12-22,2,AU_other_complete,US_C21_like
NG2026_Grep03127,global_consensus_representative,Nextstrain_2026_global,PP_001WNP5,global,PP_001WNP5,,,A.D.3.3,USA,2023-12-16,1,AU_ambiguous,US_C18_like
NG2026_Grep03143,global_consensus_representative,Nextstrain_2026_global,PP_001WQ9Y,global,PP_001WQ9Y,,,A.D.3.5,USA,2024-01-11,2,AU_ambiguous,US_C18_like
NG2026_Grep03145,global_consensus_representative,Nextstrain_2026_global,PP_001WQHF,global,PP_001WQHF,,,A.D.3.1,USA,2024-01-18,2,AU_C4_like,US_C18_like
NG2026_Grep03147,global_consensus_representative,Nextstrain_2026_global,PP_001WQL9,global,PP_001WQL9,,,A.D.1.5,USA,2024-01-17,5,AU_other_complete,US_C21_like
NG2026_Grep03149,global_consensus_representative,Nextstrain_2026_global,PP_001WQRZ,global,PP_001WQRZ,,,A.D.3.10,USA,2024-02-11,6,AU_other_complete,US_C18_like
NG2026_Grep03175,global_consensus_representative,Nextstrain_2026_global,PP_001WSVP,global,PP_001WSVP,,,A.D.1.7,USA,2024-01-16,1,AU_other_complete,US_other_complete
NG2026_Grep03199,global_consensus_representative,Nextstrain_2026_global,PP_001WUFG,global,PP_001WUFG,,,A.D.3.1,USA,2024-02-01,9,AU_C4_like,US_C18_like
NG2026_Grep03217,global_consensus_representative,Nextstrain_2026_global,PP_001WZTL,global,PP_001WZTL,,,A.D.1.9,USA,2024-01-04,28,AU_other_complete,US_other_complete
NG2026_Grep03219,global_consensus_representative,Nextstrain_2026_global,PP_001WZUJ,global,PP_001WZUJ,,,A.D.3.3,USA,2024-01-10,1,AU_other_complete,US_C18_like
NG2026_Grep03221,global_consensus_representative,Nextstrain_2026_global,PP_001X0BG,global,PP_001X0BG,,,A.D.1.4,Ireland,2023-11-22,4,AU_other_complete,US_other_complete
NG2026_Grep03226,global_consensus_representative,Nextstrain_2026_global,PP_001X0H3,global,PP_001X0H3,,,A.D.1.4,Ireland,2023-12-04,9,AU_other_complete,US_other_complete
NG2026_Grep03228,global_consensus_representative,Nextstrain_2026_global,PP_001X19K,global,PP_001X19K,,,A.D.1.9,Ireland,2023-11-25,1,AU_other_complete,US_other_complete
NG2026_Grep03235,global_consensus_representative,Nextstrain_2026_global,PP_001X1KY,global,PP_001X1KY,,,A.D.2.1,Ireland,2023-11-15,2,AU_C4_like,US_C21_like
NG2026_Grep03239,global_consensus_representative,Nextstrain_2026_global,PP_001X1RL,global,PP_001X1RL,,,A.D.1.11,Ireland,2023-11-24,4,AU_other_complete,US_other_complete
NG2026_Grep03247,global_consensus_representative,Nextstrain_2026_global,PP_001X2AG,global,PP_001X2AG,,,A.D.1.6,Ireland,2023-10-13,3,AU_other_complete,US_other_complete
NG2026_Grep03251,global_consensus_representative,Nextstrain_2026_global,PP_001X2PP,global,PP_001X2PP,,,A.D.1.6,Ireland,2023-11-04,52,AU_other_complete,US_other_complete
NG2026_Grep03256,global_consensus_representative,Nextstrain_2026_global,PP_001X2TF,global,PP_001X2TF,,,A.D.1.5,Ireland,2023-11-20,1,AU_other_complete,US_C21_like
NG2026_Grep03258,global_consensus_representative,Nextstrain_2026_global,PP_001X2Y5,global,PP_001X2Y5,,,A.D.3.1,Ireland,2023-11-17,1,AU_other_complete,US_C18_like
NG2026_Grep03283,global_consensus_representative,Nextstrain_2026_global,PP_001X7D5,global,PP_001X7D5,,,A.D.3,China,2023-12-18,4,AU_other_complete,US_C18_like
NG2026_Grep03288,global_consensus_representative,Nextstrain_2026_global,PP_001X7LQ,global,PP_001X7LQ,,,A.D.1.5,USA,2024-XX-XX,1,AU_other_complete,US_C21_like
NG2026_Grep03296,global_consensus_representative,Nextstrain_2026_global,PP_001X8C6,global,PP_001X8C6,,,A.D.1.9,USA,2024-02-26,64,AU_other_complete,US_other_complete
NG2026_Grep03302,global_consensus_representative,Nextstrain_2026_global,PP_001X8U7,global,PP_001X8U7,,,A.D.3.1,USA,2024-03-12,1,AU_C4_like,US_C18_like
NG2026_Grep03308,global_consensus_representative,Nextstrain_2026_global,PP_001X99B,global,PP_001X99B,,,A.D.3.5,USA,2023-12-18,1,AU_other_complete,US_C18_like
NG2026_Grep03312,global_consensus_representative,Nextstrain_2026_global,PP_001X9E1,global,PP_001X9E1,,,A.D.1.6,USA,2023-12-19,1,AU_other_complete,US_other_complete
NG2026_Grep03314,global_consensus_representative,Nextstrain_2026_global,PP_001X9GX,global,PP_001X9GX,,,A.D.2.1,USA,2024-02-15,1,AU_C4_like,US_C21_like
NG2026_Grep03328,global_consensus_representative,Nextstrain_2026_global,PP_001XBFX,global,PP_001XBFX,,,A.D.3,United Kingdom,2019-12-13,6,AU_other_complete,US_C18_like
NG2026_Grep03329,global_consensus_representative,Nextstrain_2026_global,PP_001XBGV,global,PP_001XBGV,,,A.D.3,United Kingdom,2019-12-13,9,AU_other_complete,US_C18_like
NG2026_Grep03335,global_consensus_representative,Nextstrain_2026_global,PP_001XBT6,global,PP_001XBT6,,,A.D.5,United Kingdom,2019-12-05,1,AU_other_complete,US_C18_like
NG2026_Grep03338,global_consensus_representative,Nextstrain_2026_global,PP_001XBXY,global,PP_001XBXY,,,A.D.3.1,United Kingdom,2021-08-04,5,AU_other_complete,US_C18_like
NG2026_Grep03342,global_consensus_representative,Nextstrain_2026_global,PP_001XC2N,global,PP_001XC2N,,,A.D.1,United Kingdom,2021-09-03,3,AU_other_complete,US_other_complete
NG2026_Grep03377,global_consensus_representative,Nextstrain_2026_global,PP_001XEC0,global,PP_001XEC0,,,A.D.1,United Kingdom,2022-10-12,11,AU_other_complete,US_other_complete
NG2026_Grep03384,global_consensus_representative,Nextstrain_2026_global,PP_001XER7,global,PP_001XER7,,,A.D.3.3,United Kingdom,2022-10-10,2,AU_other_complete,US_C18_like
NG2026_Grep03411,global_consensus_representative,Nextstrain_2026_global,PP_001XGDW,global,PP_001XGDW,,,A.D.5.1,United Kingdom,2022-07-30,1,AU_other_complete,US_other_complete
NG2026_Grep03424,global_consensus_representative,Nextstrain_2026_global,PP_001XH4D,global,PP_001XH4D,,,A.D.2.1,USA,2023-12-31,6,AU_C4_like,US_C21_like
NG2026_Grep03426,global_consensus_representative,Nextstrain_2026_global,PP_001XHBZ,global,PP_001XHBZ,,,A.D.4,Belgium,2017-XX-XX,1,AU_other_complete,US_other_complete
NG2026_Grep03440,global_consensus_representative,Nextstrain_2026_global,PP_001XHS2,global,PP_001XHS2,,,A.D.5,Belgium,2019-XX-XX,1,AU_other_complete,US_other_complete
NG2026_Grep03442,global_consensus_representative,Nextstrain_2026_global,PP_001XHWU,global,PP_001XHWU,,,A.D.5,Belgium,2019-XX-XX,1,AU_other_complete,US_other_complete
NG2026_Grep03445,global_consensus_representative,Nextstrain_2026_global,PP_001XHYQ,global,PP_001XHYQ,,,A.D.2.2,Belgium,2019-XX-XX,1,AU_other_complete,US_C18_like
NG2026_Grep03447,global_consensus_representative,Nextstrain_2026_global,PP_001XJ2G,global,PP_001XJ2G,,,A.D.5,Belgium,2019-XX-XX,4,AU_other_complete,US_other_complete
NG2026_Grep03449,global_consensus_representative,Nextstrain_2026_global,PP_001XJ1J,global,PP_001XJ1J,,,A.D.5,Belgium,2019-XX-XX,9,AU_other_complete,US_other_complete
NG2026_Grep03454,global_consensus_representative,Nextstrain_2026_global,PP_001XJA0,global,PP_001XJA0,,,A.D.5,Belgium,2019-XX-XX,1,AU_other_complete,US_other_complete
NG2026_Grep03464,global_consensus_representative,Nextstrain_2026_global,PP_001XM81,global,PP_001XM81,,,A.2.1.1,United Kingdom,2009-XX-XX,1,AU_ambiguous,US_other_complete
NG2026_Grep03465,global_consensus_representative,Nextstrain_2026_global,PP_001XPAV,global,PP_001XPAV,,,A.D.1.5,Argentina,2023-05-25,5,AU_other_complete,US_other_complete
NG2026_Grep03467,global_consensus_representative,Nextstrain_2026_global,PP_001XPCR,global,PP_001XPCR,,,A.D.1.5,Argentina,2023-05-22,1,AU_other_complete,US_other_complete
NG2026_Grep03512,global_consensus_representative,Nextstrain_2026_global,PP_001XR9V,global,PP_001XR9V,,,A.D,Panama,2018-08-02,2,AU_other_complete,US_C18_like
NG2026_Grep03532,global_consensus_representative,Nextstrain_2026_global,PP_001XS7Y,global,PP_001XS7Y,,,A.D.1.5,USA,2022-11-22,1,AU_other_complete,US_C21_like
NG2026_Grep03534,global_consensus_representative,Nextstrain_2026_global,PP_001XSDL,global,PP_001XSDL,,,A.D.1.5,USA,2022-11-12,2,AU_other_complete,US_C21_like
NG2026_Grep03538,global_consensus_representative,Nextstrain_2026_global,PP_001XSJ9,global,PP_001XSJ9,,,A.D.2.1,USA,2022-12-25,1,AU_C4_like,US_C21_like
NG2026_Grep03539,global_consensus_representative,Nextstrain_2026_global,PP_001XSM3,global,PP_001XSM3,,,A.D.1.5,USA,2022-12-31,1,AU_other_complete,US_C21_like
NG2026_Grep03544,global_consensus_representative,Nextstrain_2026_global,PP_001XSVM,global,PP_001XSVM,,,A.D.1.8,USA,2023-01-11,1,AU_other_complete,US_other_complete
NG2026_Grep03561,global_consensus_representative,Nextstrain_2026_global,PP_001XU0A,global,PP_001XU0A,,,A.D.2.1,USA,2021-10-13,1,AU_C4_like,US_C21_like
NG2026_Grep03571,global_consensus_representative,Nextstrain_2026_global,PP_001XUGC,global,PP_001XUGC,,,A.D.3.3,USA,2023-11-02,1,AU_other_complete,US_C18_like
NG2026_Grep03577,global_consensus_representative,Nextstrain_2026_global,PP_001XUM1,global,PP_001XUM1,,,A.D.5.2,France,2023-11-19,29,AU_other_complete,US_other_complete
NG2026_Grep03579,global_consensus_representative,Nextstrain_2026_global,PP_001XUWH,global,PP_001XUWH,,,A.D.1.7,France,2023-11-13,3,AU_other_complete,US_other_complete
NG2026_Grep03580,global_consensus_representative,Nextstrain_2026_global,PP_001XUXF,global,PP_001XUXF,,,A.D.5.1,France,2023-11-18,18,AU_other_complete,US_other_complete
NG2026_Grep03599,global_consensus_representative,Nextstrain_2026_global,PP_001XX8R,global,PP_001XX8R,,,A.D.3,France,2023-12-07,11,AU_other_complete,US_C18_like
NG2026_Grep03616,global_consensus_representative,Nextstrain_2026_global,PP_001XY06,global,PP_001XY06,,,A.D.5.1,France,2023-12-04,5,AU_other_complete,US_other_complete
NG2026_Grep03619,global_consensus_representative,Nextstrain_2026_global,PP_001XY22,global,PP_001XY22,,,A.D.3.1,France,2023-10-08,2,AU_other_complete,US_C18_like
NG2026_Grep03622,global_consensus_representative,Nextstrain_2026_global,PP_001XY6U,global,PP_001XY6U,,,A.D.3,France,2023-12-03,16,AU_other_complete,US_C18_like
NG2026_Grep03627,global_consensus_representative,Nextstrain_2026_global,PP_001XYAL,global,PP_001XYAL,,,A.D.5.1,France,2023-11-18,1,AU_other_complete,US_other_complete
NG2026_Grep03629,global_consensus_representative,Nextstrain_2026_global,PP_001XYCG,global,PP_001XYCG,,,A.D.1.10,France,2023-11-21,23,AU_other_complete,US_other_complete
NG2026_Grep03630,global_consensus_representative,Nextstrain_2026_global,PP_001XYEC,global,PP_001XYEC,,,A.D.1.10,France,2023-12-06,3,AU_other_complete,US_other_complete
